fileName,className,classComment,commentStart,commentEnd,classCommentSymbolLength,classCommentLineLength
C:\Users\vaano\python_projects\requests\tests\test_requests.py,TestMorselToCookieExpires,"
Tests for morsel_to_cookie when morsel contains expires.
",2090,2091,56,1
C:\Users\vaano\python_projects\requests\tests\test_requests.py,TestMorselToCookieMaxAge,"
Tests for morsel_to_cookie when morsel contains max-age.
",2122,2123,56,1
C:\Users\vaano\python_projects\requests\tests\test_requests.py,TestTimeout,,,,,
C:\Users\vaano\python_projects\requests\tests\test_requests.py,RedirectSession,,,,,
C:\Users\vaano\python_projects\requests\tests\test_requests.py,TestPreparingURLs,,,,,
C:\Users\vaano\python_projects\requests\tests\test_requests.py,TestStream,,,,,
C:\Users\vaano\python_projects\requests\tests\test_requests.py,CustomMapping,,,,,
C:\Users\vaano\python_projects\requests\tests\test_requests.py,DummyAuth,,,,,
C:\Users\vaano\python_projects\requests\tests\test_requests.py,MyCookiePolicy,,,,,
C:\Users\vaano\python_projects\requests\tests\test_requests.py,BadFileObj,,,,,
C:\Users\vaano\python_projects\requests\tests\test_requests.py,BadFileObj,,,,,
C:\Users\vaano\python_projects\requests\tests\test_requests.py,BadFileObj,,,,,
C:\Users\vaano\python_projects\requests\tests\test_requests.py,CustomRedirectSession,,,,,
C:\Users\vaano\python_projects\requests\tests\test_structures.py,TestCaseInsensitiveDict,,,,,
C:\Users\vaano\python_projects\requests\tests\test_structures.py,TestLookupDict,,,,,
C:\Users\vaano\python_projects\requests\tests\test_testserver.py,TestTestServer,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,TestSuperLen,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,TestToKeyValList,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,TestUnquoteHeaderValue,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,TestGetEnvironProxies,"
Ensures that IP addresses are correctly matches with ranges
in no_proxy variable.
",153,155,81,2
C:\Users\vaano\python_projects\requests\tests\test_utils.py,TestIsIPv4Address,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,TestIsValidCIDR,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,TestAddressInNetwork,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,TestGuessFilename,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,TestExtractZippedPaths,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,TestContentEncodingDetection,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,TestGuessJSONUTF,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,RegHandle,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,BoomFile,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,NoLenBoomFile,,,,,
C:\Users\vaano\python_projects\requests\tests\test_utils.py,LenFile,,,,,
C:\Users\vaano\python_projects\requests\tests\testserver\server.py,Server,"
Dummy server using for unit testing
",27,28,35,1
