fileName,className,classComment,commentStart,commentEnd,classCommentSymbolLength,classCommentLineLength
C:\Users\vaano\python_projects\ipython\IPython\core\completer.py,Completion,"
Completion object used and return by IPython completers.

.. warning:: Unstable

    This function is unstable, API may change without warning.
    It will also raise unless use in proper context manager.

This act as a middle ground :any:`Completion` object between the
:any:`jedi.api.classes.Completion` object and the Prompt Toolkit completion
object. While Jedi need a lot of information about evaluator and how the
code should be ran/inspected, PromptToolkit (and other frontend) mostly
need user facing information.

- Which range should be replaced replaced by what.
- Some metadata (like completion type), or meta information to displayed to
  the use user.

For debugging purpose we can also store the origin of the completion (``jedi``,
``IPython.python_matches``, ``IPython.magics_matches``...).
",348,367,806,19
C:\Users\vaano\python_projects\ipython\IPython\core\completer.py,CompletionSplitter,"
An object to split an input line in a manner similar to readline.

By having our own implementation, we can expose readline-like completion in
a uniform manner to all frontends.  This object only needs to be given the
line of text to be split and the cursor position on said line, and it
returns the 'word' to be completed on at the cursor after splitting the
entire line.

What characters are used as splitting delimiters can be controlled by
setting the ``delims`` attribute (this is a property that internally
automatically builds the necessary regular expression)
Private Interface
",516,527,567,11
C:\Users\vaano\python_projects\ipython\IPython\core\completer.py,Completer,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\completer.py,IPCompleter,"
Extension of the completer class with IPython-specific features
",992,993,63,1
C:\Users\vaano\python_projects\ipython\IPython\core\crashhandler.py,CrashHandler,"
Customizable crash handlers for IPython applications.

Instances of this class provide a :meth:`__call__` method which can be
used as a ``sys.excepthook``.  The :meth:`__call__` signature is::

    def __call__(self, etype, evalue, etb)
",86,92,236,6
C:\Users\vaano\python_projects\ipython\IPython\core\debugger.py,Tracer,"
DEPRECATED

Class for local debugging, similar to pdb.set_trace.

Instances of this class, when called, behave like pdb.set_trace, but
providing IPython's enhanced capabilities.

This is implemented as a class which must be initialized in your own code
and not as a standalone function because we need to detect at runtime
whether IPython is already active or not.  That detection is done in the
constructor, ensuring that this code plays nicely with a running IPython,
while functioning acceptably (though with limitations) if outside of it.
",87,99,542,12
C:\Users\vaano\python_projects\ipython\IPython\core\debugger.py,Pdb,"
Modified Pdb class, does not load readline.

for a standalone version that uses prompt_toolkit, see
`IPython.terminal.debugger.TerminalPdb` and
`IPython.terminal.debugger.set_trace()`
",196,201,183,5
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,DisplayHandle,"
A handle on an updatable display

Call `.update(obj)` to display a new object.

Call `.display(obj`) to add a new instance of this display,
and update existing instances.

See Also
--------

    :func:`display`, :func:`update_display`
",347,358,234,11
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,DisplayObject,"
An object that wraps data to be displayed.
",578,579,42,1
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,TextDisplayObject,"
Validate that display data is text
",674,675,34,1
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,Pretty,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,HTML,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,Markdown,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,Math,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,Latex,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,SVG,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,ProgressBar,"
Progressbar supports displaying a progressbar like element 
    
",772,773,58,1
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,JSON,"
JSON expects a JSON-able dict or list
not an already-serialized JSON string.
Scalar types (None, number, string) are not allowed, only dict or list containers.
",830,835,161,5
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,GeoJSON,"
GeoJSON expects JSON-able dict

not an already-serialized JSON string.

Scalar types (None, number, string) are not allowed, only dict containers.
",913,918,146,5
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,Javascript,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,Image,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\display.py,Video,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\displayhook.py,DisplayHook,"
The custom IPython displayhook to replace sys.displayhook.

This class does many things, but the basic idea is that it is a callable
that gets called anytime user code returns a value.
",24,28,184,4
C:\Users\vaano\python_projects\ipython\IPython\core\displayhook.py,CapturingDisplayHook,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\displaypub.py,DisplayPublisher,"
A traited class that publishes display data to frontends.

Instances of this class are created by the main IPython object and should
be accessed there.
",33,37,151,4
C:\Users\vaano\python_projects\ipython\IPython\core\displaypub.py,CapturingDisplayPublisher,"
A DisplayPublisher that stores
",127,128,30,1
C:\Users\vaano\python_projects\ipython\IPython\core\display_trap.py,DisplayTrap,"
Object to manage sys.displayhook.

This came from IPython.core.kernel.display_hook, but is simplified
(no callbacks or formatters) until more of the core is refactored.
",33,37,168,4
C:\Users\vaano\python_projects\ipython\IPython\core\error.py,IPythonCoreError,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\error.py,TryNext,"
Try next hook exception.

Raise this in your hook function to indicate that the next hook handler
should be used to handle the operation.
",35,39,137,4
C:\Users\vaano\python_projects\ipython\IPython\core\error.py,UsageError,"
Error in magic function arguments, etc.

Something that probably won't warrant a full traceback, but should
nevertheless interrupt a macro / batch file.
",42,46,152,4
C:\Users\vaano\python_projects\ipython\IPython\core\error.py,StdinNotImplementedError,"
raw_input was requested in a context where it is not supported

For use in IPython kernels, where only some frontends may support
stdin requests.
",49,53,145,4
C:\Users\vaano\python_projects\ipython\IPython\core\error.py,InputRejected,"
Input rejected by ast transformer.

Raise this in your NodeTransformer to indicate that InteractiveShell should
not execute the supplied input.
",56,60,143,4
C:\Users\vaano\python_projects\ipython\IPython\core\events.py,EventManager,"
Manage a collection of events and a sequence of callbacks for each.

This is attached to :class:`~IPython.core.interactiveshell.InteractiveShell`
instances as an ``events`` attribute.

.. note::

   This API is experimental in IPython 2.0, and may be revised in future versions.
",20,28,278,8
C:\Users\vaano\python_projects\ipython\IPython\core\excolors.py,Deprec,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\extensions.py,ExtensionManager,"
A class to manage IPython extensions.

An IPython extension is an importable Python module that has
a function with the signature::

    def load_ipython_extension(ipython):
        # Do things with ipython

This function is called after your extension is imported and the
currently active :class:`InteractiveShell` instance is passed as
the only argument.  You can do anything you want with IPython at
that point, including defining new magic and aliases, adding new
components, etc.

You can also optionally define an :func:`unload_ipython_extension(ipython)`
function, which will be called if the user unloads or reloads the extension.
The extension manager will only call :func:`load_ipython_extension` again
if the extension is reloaded.

You can put your extension modules anywhere you want, as long as
they can be imported by Python's standard import mechanism.  However,
to make it easy to write extensions, you can also put your extensions
in ``os.path.join(self.ipython_dir, 'extensions')``.  This directory
is added to ``sys.path`` automatically.
",23,47,1057,24
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,DisplayFormatter,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,FormatterWarning,"
Warning class for errors in formatters
",218,219,38,1
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,FormatterABC,"
Abstract base class for Formatters.

A formatter is a callable class that is responsible for computing the
raw format data for a particular format type (MIME type). For example,
an HTML formatter would have a format type of `text/html` and would return
the HTML representation of the object when called.
",240,246,303,6
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,BaseFormatter,"
A base formatter class that is configurable.

This formatter should usually be used as the base class of all formatters.
It is a traited :class:`Configurable` class and includes an extensible
API for users to determine how their objects are formatted. The following
logic is used to find a function to format an given object.

1. The object is introspected to see if it has a method with the name
   :attr:`print_method`. If is does, that object is passed to that method
   for formatting.
2. If no print method is found, three internal dictionaries are consulted
   to find print method: :attr:`singleton_printers`, :attr:`type_printers`
   and :attr:`deferred_printers`.

Users should use these dictionaries to register functions that will be
used to compute the format data for their objects (if those objects don't
have the special print methods). The easiest way of using these
dictionaries is through the :meth:`for_type` and :meth:`for_type_by_name`
methods.

If no function/callable is found to compute the format data, ``None`` is
returned and this format type is not used.
",288,310,1082,22
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,PlainTextFormatter,"
The default pretty-printer.

This uses :mod:`IPython.lib.pretty` to compute the format data of
the object. If the object cannot be pretty printed, :func:`repr` is used.
See the documentation of :mod:`IPython.lib.pretty` for details on
how to write pretty printers.  Here is a simple example::

    def dtype_pprinter(obj, p, cycle):
        if cycle:
            return p.text('dtype(...)')
        if hasattr(obj, 'fields'):
            if obj.fields is None:
                p.text(repr(obj))
            else:
                p.begin_group(7, 'dtype([')
                for i, field in enumerate(obj.descr):
                    if i > 0:
                        p.text(',')
                        p.breakable()
                    p.pretty(field)
                p.end_group(7, '])')
",568,589,787,21
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,HTMLFormatter,"
An HTML formatter.

To define the callables that compute the HTML representation of your
objects, define a :meth:`_repr_html_` method or use the :meth:`for_type`
or :meth:`for_type_by_name` methods to register functions that handle
this.

The return value of this formatter should be a valid HTML snippet that
could be injected into an existing DOM. It should *not* include the
```<html>`` or ```<body>`` tags.
",708,718,410,10
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,MarkdownFormatter,"
A Markdown formatter.

To define the callables that compute the Markdown representation of your
objects, define a :meth:`_repr_markdown_` method or use the :meth:`for_type`
or :meth:`for_type_by_name` methods to register functions that handle
this.

The return value of this formatter should be a valid Markdown.
",725,733,312,8
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,SVGFormatter,"
An SVG formatter.

To define the callables that compute the SVG representation of your
objects, define a :meth:`_repr_svg_` method or use the :meth:`for_type`
or :meth:`for_type_by_name` methods to register functions that handle
this.

The return value of this formatter should be valid SVG enclosed in
```<svg>``` tags, that could be injected into an existing DOM. It should
*not* include the ```<html>`` or ```<body>`` tags.
",739,749,426,10
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,PNGFormatter,"
A PNG formatter.

To define the callables that compute the PNG representation of your
objects, define a :meth:`_repr_png_` method or use the :meth:`for_type`
or :meth:`for_type_by_name` methods to register functions that handle
this.

The return value of this formatter should be raw PNG data, *not*
base64 encoded.
",756,765,315,9
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,JPEGFormatter,"
A JPEG formatter.

To define the callables that compute the JPEG representation of your
objects, define a :meth:`_repr_jpeg_` method or use the :meth:`for_type`
or :meth:`for_type_by_name` methods to register functions that handle
this.

The return value of this formatter should be raw JPEG data, *not*
base64 encoded.
",774,783,319,9
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,LatexFormatter,"
A LaTeX formatter.

To define the callables that compute the LaTeX representation of your
objects, define a :meth:`_repr_latex_` method or use the :meth:`for_type`
or :meth:`for_type_by_name` methods to register functions that handle
this.

The return value of this formatter should be a valid LaTeX equation,
enclosed in either ```$```, ```$$``` or another LaTeX equation
environment.
",792,802,385,10
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,JSONFormatter,"
A JSON string formatter.

To define the callables that compute the JSONable representation of
your objects, define a :meth:`_repr_json_` method or use the :meth:`for_type`
or :meth:`for_type_by_name` methods to register functions that handle
this.

The return value of this formatter should be a JSONable list or dict.
JSON scalars (None, number, string) are not allowed, only dict or list containers.
",809,818,401,9
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,JavascriptFormatter,"
A Javascript formatter.

To define the callables that compute the Javascript representation of
your objects, define a :meth:`_repr_javascript_` method or use the
:meth:`for_type` or :meth:`for_type_by_name` methods to register functions
that handle this.

The return value of this formatter should be valid Javascript code and
should *not* be enclosed in ```<script>``` tags.
",849,858,375,9
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,PDFFormatter,"
A PDF formatter.

To define the callables that compute the PDF representation of your
objects, define a :meth:`_repr_pdf_` method or use the :meth:`for_type`
or :meth:`for_type_by_name` methods to register functions that handle
this.

The return value of this formatter should be raw PDF data, *not*
base64 encoded.
",865,874,315,9
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,IPythonDisplayFormatter,"
An escape-hatch Formatter for objects that know how to display themselves.

To define the callables that compute the representation of your
objects, define a :meth:`_ipython_display_` method or use the :meth:`for_type`
or :meth:`for_type_by_name` methods to register functions that handle
this. Unlike mime-type displays, this method should not return anything,
instead calling any appropriate display methods itself.

This display formatter has highest priority.
If it fires, no other display formatter will be called.

Prior to IPython 6.1, `_ipython_display_` was the only way to display custom mime-types
without registering a new Formatter.

IPython 6.1 introduces `_repr_mimebundle_` for displaying custom mime-types,
so `_ipython_display_` should only be used for objects that require unusual
display patterns, such as multiple display calls.
",882,899,849,17
C:\Users\vaano\python_projects\ipython\IPython\core\formatters.py,MimeBundleFormatter,"
A Formatter for arbitrary mime-types.

Unlike other `_repr_<mimetype>_` methods,
`_repr_mimebundle_` should return mime-bundle data,
either the mime-keyed `data` dictionary or the tuple `(data, metadata)`.
Any mime-type is valid.

To define the callables that compute the mime-bundle representation of your
objects, define a :meth:`_repr_mimebundle_` method or use the :meth:`for_type`
or :meth:`for_type_by_name` methods to register functions that handle
this.

.. versionadded:: 6.1
",923,936,484,13
C:\Users\vaano\python_projects\ipython\IPython\core\history.py,DummyDB,"
Dummy DB that will act as a black hole for history.

Only used in the absence of sqlite
",35,38,87,3
C:\Users\vaano\python_projects\ipython\IPython\core\history.py,HistoryAccessorBase,"
An abstract class for History Accessors 
",122,123,39,1
C:\Users\vaano\python_projects\ipython\IPython\core\history.py,HistoryAccessor,"
Access the history database without adding to it.

This is intended for use by standalone history tools. IPython shells use
HistoryManager, below, which is a subclass of this.
",139,143,175,4
C:\Users\vaano\python_projects\ipython\IPython\core\history.py,HistoryManager,"
A class to organize all history-related functionality in one place.

Public interface
",473,474,67,1
C:\Users\vaano\python_projects\ipython\IPython\core\history.py,HistorySavingThread,"
This thread takes care of writing history to the database, so that
the UI isn't held up while that happens.

It waits for the HistoryManager's save_flag to be set, then writes out
the history cache. The main thread is responsible for setting the flag when
the cache size reaches a defined threshold.
",806,812,299,6
C:\Users\vaano\python_projects\ipython\IPython\core\history.py,DatabaseError,"
Dummy exception when sqlite could not be imported. Should never occur.
",66,67,70,1
C:\Users\vaano\python_projects\ipython\IPython\core\history.py,OperationalError,"
Dummy exception when sqlite could not be imported. Should never occur.
",70,71,70,1
C:\Users\vaano\python_projects\ipython\IPython\core\historyapp.py,HistoryTrim,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\historyapp.py,HistoryClear,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\historyapp.py,HistoryApp,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\hooks.py,CommandChainDispatcher,"
Dispatch calls to a chain of commands until some func can handle it

Usage: instantiate, execute ""add"" to add commands (with optional
priority), execute normally via f() calling mechanism.
",129,133,188,4
C:\Users\vaano\python_projects\ipython\IPython\core\inputsplitter.py,IncompleteString,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\inputsplitter.py,InMultilineStatement,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\inputsplitter.py,InputSplitter,"
An object that can accumulate lines of Python source before execution.

This object is designed to be fed python source line-by-line, using
:meth:`push`. It will return on each push whether the currently pushed
code could be executed already. In addition, it provides a method called
:meth:`push_accepts_more` that can be used to query whether more input
can be pushed into a single interactive block.

This is a simple example of how an interactive terminal-based client can use
this tool::

    isp = InputSplitter()
    while isp.push_accepts_more():
        indent = ' '*isp.indent_spaces
        prompt = '>>> ' + indent
        line = indent + raw_input(prompt)
        isp.push(line)
    print 'Input source was:\n', isp.source_reset(),
",280,298,743,18
C:\Users\vaano\python_projects\ipython\IPython\core\inputsplitter.py,IPythonInputSplitter,"
An input splitter that recognizes all of IPython's special syntax.
",534,535,66,1
C:\Users\vaano\python_projects\ipython\IPython\core\inputtransformer.py,InputTransformer,"
Abstract base class for line-based input transformers.
",43,44,54,1
C:\Users\vaano\python_projects\ipython\IPython\core\inputtransformer.py,StatelessInputTransformer,"
Wrapper for a stateless input transformer implemented as a function.
",78,79,68,1
C:\Users\vaano\python_projects\ipython\IPython\core\inputtransformer.py,CoroutineInputTransformer,"
Wrapper for an input transformer implemented as a coroutine.
",95,96,60,1
C:\Users\vaano\python_projects\ipython\IPython\core\inputtransformer.py,TokenInputTransformer,"
Wrapper for a token-based input transformer.

func should accept a list of tokens (5-tuples, see tokenize docs), and
return an iterable which can be passed to tokenize.untokenize().
",118,122,181,4
C:\Users\vaano\python_projects\ipython\IPython\core\inputtransformer.py,assemble_python_lines,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\inputtransformer2.py,PromptStripper,"
Remove matching input prompts from a block of input.

Parameters
----------
prompt_re : regular expression
    A regular expression matching any input prompt (including continuation,
    e.g. ``...``)
initial_re : regular expression, optional
    A regular expression matching only the initial prompt, but not continuation.
    If no initial expression is given, prompt_re will be used everywhere.
    Used mainly for plain Python prompts (``>>>``), where the continuation prompt
    ``...`` is a valid Python expression in Python 3, so shouldn't be stripped.

If initial_re and prompt_re differ,
only initial_re will be tested against the first line.
If any prompt is found on the first two lines,
prompts will be stripped from the rest of the block.
",51,68,751,17
C:\Users\vaano\python_projects\ipython\IPython\core\inputtransformer2.py,TokenTransformBase,"
Base class for transformations which examine tokens.

Special syntax should not be transformed when it occurs inside strings or
comments. This is hard to reliably avoid with regexes. The solution is to
tokenise the code as Python, and recognise the special syntax in the tokens.

IPython's special syntax is not valid Python syntax, so tokenising may go
wrong after the special syntax starts. These classes therefore find and
transform *one* instance of special syntax at a time into regular Python
syntax. After each transformation, tokens are regenerated to find the next
piece of special syntax.

Subclasses need to implement one class method (find)
and one regular method (transform).

The priority attribute can select which transformation to apply if multiple
transformers match in the same place. Lower numbers have higher priority.
This allows ""%magic?"" to be turned into a help call rather than a magic call.
",159,177,917,18
C:\Users\vaano\python_projects\ipython\IPython\core\inputtransformer2.py,MagicAssign,"
Transformer for assignments from magics (a = %foo)
",210,211,50,1
C:\Users\vaano\python_projects\ipython\IPython\core\inputtransformer2.py,SystemAssign,"
Transformer for assignments from system commands (a = !foo)
",242,243,59,1
C:\Users\vaano\python_projects\ipython\IPython\core\inputtransformer2.py,EscapedCommand,"
Transformer for escaped commands like %foo, !foo, or /foo
",365,366,57,1
C:\Users\vaano\python_projects\ipython\IPython\core\inputtransformer2.py,HelpEnd,"
Transformer for help syntax: obj? and obj??
",416,417,43,1
C:\Users\vaano\python_projects\ipython\IPython\core\inputtransformer2.py,TransformerManager,"
Applies various transformations to a cell or code block.

The key methods for external use are ``transform_cell()``
and ``check_complete()``.
",519,523,141,4
C:\Users\vaano\python_projects\ipython\IPython\core\interactiveshell.py,ProvisionalWarning,"
Warning class for unstable features
",106,107,35,1
C:\Users\vaano\python_projects\ipython\IPython\core\interactiveshell.py,SpaceInInput,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\interactiveshell.py,SeparateUnicode,"
A Unicode subclass to validate separate_in, separate_out, etc.

This is a Unicode based trait that converts '0'->'' and ``'\\n'->'\n'``.
",266,269,136,3
C:\Users\vaano\python_projects\ipython\IPython\core\interactiveshell.py,DummyMod,"
A dummy module used for IPython's interactive module when
a namespace must be assigned to the module's __dict__.
",278,280,112,2
C:\Users\vaano\python_projects\ipython\IPython\core\interactiveshell.py,ExecutionInfo,"
The arguments used for a call to :meth:`InteractiveShell.run_cell`

Stores information about what is going to happen.
",285,288,117,3
C:\Users\vaano\python_projects\ipython\IPython\core\interactiveshell.py,ExecutionResult,"
The result of a call to :meth:`InteractiveShell.run_cell`

Stores information about what took place.
",309,312,100,3
C:\Users\vaano\python_projects\ipython\IPython\core\interactiveshell.py,InteractiveShell,"
An enhanced, interactive shell for Python.
",340,341,42,1
C:\Users\vaano\python_projects\ipython\IPython\core\interactiveshell.py,InteractiveShellABC,"
An abstract base class for InteractiveShell.
",3699,3700,44,1
C:\Users\vaano\python_projects\ipython\IPython\core\logger.py,Logger,"
A Logfile class with different policies for file creation
",27,28,57,1
C:\Users\vaano\python_projects\ipython\IPython\core\macro.py,Macro,"
Simple class to store the value of macros as strings.

Macro is just a callable that executes a string of IPython
input when called.
",17,21,132,4
C:\Users\vaano\python_projects\ipython\IPython\core\magic.py,Bunch,,,,,
C:\Users\vaano\python_projects\ipython\IPython\core\magic.py,MagicsManager,"
Object that handles all magic-related functionality for IPython.
    
",305,306,64,1
C:\Users\vaano\python_projects\ipython\IPython\core\magic.py,Magics,"
Base class for implementing magic functions.

Shell functions which can be reached as %function_name. All magic
functions should accept a string, which they can parse for their own
needs. This can make some functions easier to type, eg `%cd ../`
vs. `%cd(""../"")`

Classes providing magic functions need to subclass this class, and they
MUST:

- Use the method decorators `@line_magic` and `@cell_magic` to decorate
  individual methods as magic functions, AND

- Use the class decorator `@magics_class` to ensure that the magic
  methods are properly registered at the instance level upon instance
  initialization.

See :mod:`magic_functions` for examples of actual implementation classes.
",481,499,690,18
C:\Users\vaano\python_projects\ipython\IPython\core\magic.py,MagicAlias,"
An alias to another magic function.

An alias is determined by its magic name and magic kind. Lookup
is done at call time, so if the underlying magic changes the alias
will call the new function.

Use the :meth:`MagicsManager.register_alias` method or the
`%alias_magic` magic function to create and register a new alias.
",665,673,321,8
C:\Users\vaano\python_projects\ipython\IPython\core\magic_arguments.py,MagicHelpFormatter,"
A HelpFormatter with a couple of changes to meet our needs.
",65,66,59,1
C:\Users\vaano\python_projects\ipython\IPython\core\magic_arguments.py,MagicArgumentParser,"
An ArgumentParser tweaked for use by IPython magics.
    
",106,107,52,1
C:\Users\vaano\python_projects\ipython\IPython\core\magic_arguments.py,ArgDecorator,"
Base class for decorators to add ArgumentParser information to a method.
    
",177,178,72,1
C:\Users\vaano\python_projects\ipython\IPython\core\magic_arguments.py,magic_arguments,"
Mark the magic as having argparse arguments and possibly adjust the
name.
",194,196,73,2
C:\Users\vaano\python_projects\ipython\IPython\core\magic_arguments.py,ArgMethodWrapper,"
Base class to define a wrapper for ArgumentParser method.

Child class must define either `_method_name` or `add_to_parser`.
",214,217,124,3
C:\Users\vaano\python_projects\ipython\IPython\core\magic_arguments.py,argument,"
Store arguments and keywords to pass to add_argument().

Instances also serve to decorate command methods.
",238,241,106,3
C:\Users\vaano\python_projects\ipython\IPython\core\magic_arguments.py,defaults,"
Store arguments and keywords to pass to set_defaults().

Instances also serve to decorate command methods.
",246,249,106,3
C:\Users\vaano\python_projects\ipython\IPython\core\magic_arguments.py,argument_group,"
Store arguments and keywords to pass to add_argument_group().

Instances also serve to decorate command methods.
",254,257,112,3
C:\Users\vaano\python_projects\ipython\IPython\core\magic_arguments.py,kwds,"
Provide other keywords to the sub-parser constructor.
    
",266,267,53,1
C:\Users\vaano\python_projects\ipython\IPython\core\oinspect.py,Inspector,,,,,
